question_id,student_answer,score
5,الانجيل ,1
5,الانجيل ,1
5,الإنجيل,1
5,الانجيل,1
5,الإنجيل,1
5,التوراة,0
5,مانجا,0
5,الزابور ,0
5,الانجيل,1
5,الانجيل,1
5,الانجيل,1
5,الإنجيل ,1
5,الانجيل,1
5,الانجيل ,1
5,الانجيل,1
5,الإنجيل,1
5,الإنجيل ,1
5,التوراة ,0
5,الإنجيل ,1
5,الإنجيل ,1
5,الإنجيل ,1
5,التوراة ,0
5,الإنجيل ,1
5,الإنجيل ,1
5,الإنجيل ,1
5,الانجيل,1
5,الانجيل ,1
5,الانجيل ,1
5,الإنجيل ,1
5,التوراة ,0
5,الانجيل,1
5,الإنجيل ,1
5,الانجيل,1
5,الانجيل ,1
5,الإنجيل ,1
5,الانجيل,1
5,الانجيل,1
5,الانجيل,1
5,الانجيل,1
5,الإنجيل,1
5,الكتاب المنزل على عيسى عليه السلام هو الإنجيل ,1
5,الإنجيل,1
5,الإنجيل,1
5,الإنجيل,1
5,الإنجيل,1
5,الإنجيل ,1
5,الانجيل,1
5,الانجيل,1
5,الانجيل,1
5,الإنجيل ,1
5,الإنجيل ,1
5,الإنجيل ,1
5,التوراة ,0
5,الإنجيل ,1
5,التوراة ,0
5,التوراة ,0
5,الإنجيل ,1
5,الزابور,0
5,التوراة ,0
5,الإنجيل ,1
5,التوراة ,0
5,الانجيل,1
5,الزابور,0
5,الانجيل,1
5,الإنجيل ,1
5,التوراة ,0
5,الكتاب الذي أنزل على النبي عيسى عليه السلام هو الإنجيل ,1
5,الإنجيل ,1
5,التوراة ,0
5,الانجيل ,1
5,التوراة,0
5,الإنجيل ,1
5,كتاب الله ,0
5,التوراة ,0
5,الانجيل ,1
5,الإنجيل ,1
5,الإنجيل هو الكتاب السماوي الذي أنزل الله على عيسى عليه السلام ,1
5,التوراة ,0
5,الإنجيل ,1
5,الإنجيل ,1
5,التوراة ,0
5,الانجيل ,1
5,الإنجيل ,1
5,التوراة ,0
5,الانجيل ,1
5,الكتاب الذي أنزل على عيسى عليه السلام هو الزبور ,0
5,الإنجيل ,1
5,الانجيل ,1
5,الإنجيل ,1
5,الانجيل,1
5,التوراة ,0
5,الزابور ,0
5,الزابور ,0
5,التوراة ,0
5,الانجيل ,1
5,الإنجيل ,1
5,الإنجيل ,1
5,الإنجيل ,1
5,الإنجيل ,1
5,الانجيل ,1
5,الإنجيل ,1
5,الانجيل ,1
5,الإنجيل كتاب الله الذي أنزل على عيسى ,1
5,الإنجيل,1
5,التوراة,0
5,الإنجيل ,1
5,الإنجيل ,1
