question_id,student_answer,score
8,الملك هو الروح الامين جبريل ,1
8,جبريل,1
8,جبريل عليه السلام,1
8,جبريل,1
8,جبريل  عليه السلام,1
8,جبريل الأمين ,1
8,جبريل ,1
8,جبريل,1
8,جبريل,1
8,جبريل,1
8,جبريل,1
8,جبريل الروح الأمين ,1
8,جبريل,1
8,جبريل عليه السلام ,1
8,جبريل عليه السلام,1
8,جبريل عليه السلام,1
8,جبريل,1
8,جبريل ,1
8,جبريل الأمين ,1
8,جبريل ,1
8,جبريل,1
8,جبريل,1
8,جبريل,1
8,جبريل,1
8,جبريل,1
8,جبريل,1
8,الملك جبريل ,1
8,الملك جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل,1
8,جبريل ,1
8,جبريل عليه السلام,1
8,جبريل عليه السلام ,1
8,جبريل ,1
8,جبريل عليه السلام,1
8,جبريل عليه السلام ,1
8,جبريل عليه السلام ,1
8,جبريل,1
8,جبريل,1
8,النبي الذي جاء بالوحي هو جبريل ,1
8,جبريل عليه السلام,1
8,جبريل,1
8,جبريل,1
8,جبريل ,1
8,جبريل عليه السلام ,1
8,جبريل ,1
8,جبريل,1
8,اسرافيل,0
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,الملك جبريل,1
8,جبريل ,1
8,جبريل ,1
8,جبريل,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبرائيل,1
8,اسرافيل ,0
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل,1
8,جبريل,1
8,الروح الأمين ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل الروح الأمين هو الملك الذي أنزل الوحي على رسول الله صلى الله عليه وسلم ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,الملك جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,ميكائيل عليه السلام ,0
8,جبريل ,1
8,جبريل,1
8,جبريل ,1
8,جبريل,1
8,جبريل ,1
8,جبريل,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل ,1
8,جبريل عليه السلام ,1
8,جبريل ,1
8,الروح الأمين ,1
8,جبريل عليه السلام ,1
8,"قال تعالى ""نزل به الروح الأمين على قلبك لتكون من المنذرين بلسان عربي مبين . وإنه لفي زبر الأولين "" ",1
8,جبريل ,1
8,جبريل عليه السلام ,1
